Id,SalePrice
2665,157191.35965698678
1538,342069.1543957954
398,110912.46072812378
2822,151700.05420348234
2157,118587.63203086704
1856,199612.21821199358
1269,111620.81644792203
2570,111732.81021090504
2320,227315.76855115686
1517,149358.1886760313
2304,119818.15469515044
1312,88433.1207233686
2012,131563.16126077808
506,248165.7658232199
2865,222291.06898176204
2367,98125.60121445358
554,93392.91620487999
238,148053.01369236875
1954,97571.91072785575
2488,140813.52968568634
2291,69122.65662084706
1969,125185.6950783031
2725,184810.97629273497
1482,123883.37670516595
2763,204249.68436520826
503,264707.0634671096
1584,242882.77611556835
1531,136588.01801584754
2210,191391.52189900912
459,340085.4920665864
556,124652.77366962563
1347,121287.0368354693
1290,64301.08192923106
1388,95810.47088851035
1571,321304.3141615335
2754,200291.29728432652
765,132978.82695898507
2494,131417.5425155228
2870,257550.43137063924
7,239073.07160741184
1114,241825.40469725803
2418,263138.62562791165
291,163621.77818305138
18,385515.07009927835
39,407718.06776561216
1001,296416.7655485375
2442,227151.57999448385
616,92206.98737971857
2680,101222.36194349825
1414,120910.32675427292
289,151319.3841130929
40,270005.81722420827
860,122036.63773001172
409,133802.1346238479
673,171214.82933786232
2427,187507.27484506462
2036,210161.66993521526
2564,144616.40084584802
642,164888.40784401912
1008,176914.43903079163
1908,151570.00113500934
2519,213409.66793023702
1369,99792.43046736438
2855,170204.7572146235
712,99704.49658082798
1943,112058.56505165156
1958,116369.68392715324
107,167376.5370865725
2295,183901.58785178792
704,105033.84560926538
676,121997.09958909173
259,184115.73939386476
93,278280.9999874458
106,236501.63222410157
2315,180602.94355213083
1050,80201.64537020121
1095,201749.4881558828
2709,150551.1770213414
758,97873.0310847722
1496,152578.16588538233
2370,127527.45252987463
2458,284527.7573111588
2733,135709.86538631655
161,262586.2976900218
726,146659.7848499287
845,204581.09353064094
947,236091.90475629922
2232,114035.93463541009
2563,140352.7490561353
2299,101035.13041679654
211,74140.05864677299
605,141074.68254376668
1478,200497.42818275746
2247,274760.194256166
2274,242216.17303468287
2869,226432.73435788695
967,212612.12821166497
2656,126224.97625064664
667,203847.85008050036
1042,112397.87798205484
2023,165711.73013792653
2447,394595.6474232506
2055,130781.71953180246
2275,293457.0373294251
2204,177002.06604815554
1563,281399.76441502105
483,204172.8909870293
796,113541.89455145318
1526,166622.0194576122
2042,125293.51922175754
442,362688.0879491158
1693,341858.91022530943
1468,214429.9294155026
1430,189403.09132835362
2605,136289.92670951132
1529,188226.63896100502
335,147370.33939125016
1287,118732.84946578462
31,92720.76381356269
1785,350775.68455785327
82,164282.60592243914
2620,126940.08363644686
252,177259.48337114323
721,31399.407836995088
2165,184431.85384660307
2316,197531.07229205128
775,141274.14837319124
1558,108049.13688086718
17,228279.81695410144
1022,198826.91409057006
925,135369.12775422167
438,291548.99616768863
1270,128600.53066443466
1272,118951.94990974572
215,126411.4690050073
266,228388.31677669752
2402,294673.4769164324
1250,122617.65814410336
1984,104013.15574931353
1279,155198.06471839175
377,237567.44467412867
1252,135501.82993689086
2156,257172.9907102296
499,324645.040591863
1374,135874.29594836477
2898,266059.7777309995
401,108393.85046225227
2721,128052.74755187705
2078,233270.18215528317
2589,117813.62852121424
1946,241052.49877839256
1334,117956.95691363141
2781,209029.51883723866
431,410918.27290717233
576,202035.03517396003
1474,210642.2957367357
2254,147789.89418612607
2155,265229.06617916
885,114387.0733331088
643,146622.00535645615
1944,113438.28901916277
480,187843.3881719783
2845,72445.01316963043
2387,322725.597446871
2407,210037.36028808635
2527,169990.38828003034
2514,134255.4756220132
629,154150.2860584855
80,183967.79017102998
1876,139486.77530812658
1546,127322.22673292365
2518,178566.76105963718
2347,139882.93074312992
783,229015.14794135932
1322,40583.87042205036
194,70138.66322549712
1770,301664.6978988601
2143,148762.71716185194
1229,236507.16648960952
511,270628.94581702724
46,227785.80515959207
1348,147777.27153592743
2465,209299.01774304267
387,233694.4361215206
873,219236.87601862382
1918,108068.58496329468
2764,229349.02387364116
2184,136087.070150638
934,139003.78554902133
1920,133314.6044011712
2631,153250.4443808701
1768,597551.2441433081
2040,122615.41289163288
1749,208313.11816112045
834,232154.47728211991
1457,229776.21623935644
79,88711.11237146519
2302,130297.61225339212
1817,139783.91638813447
2755,234860.52179264463
359,173656.11019076686
2059,97674.00226765499
2092,233202.24901935924
2516,226901.9223889457
150,114676.28229325637
1656,137281.78801363055
83,108350.8309742473
2411,178091.67750293575
795,90872.4572418984
2312,218486.79607848916
2917,107521.43172177579
1624,166340.4525490068
2215,303512.59352055844
1211,136268.4261059668
1485,147511.164225474
1024,148863.73953997437
570,199009.4655204974
2874,142782.04806370195
700,137176.84090228286
2756,215317.01540904213
2022,197912.1380896354
583,238464.12127653975
2392,395504.75491789356
2424,181971.5667976709
212,120050.49637579359
736,136705.3228256572
1610,165915.02567491867
890,119430.97851207945
467,179063.3580945246
578,207254.885625422
1747,193274.41871619876
1149,130200.07240271289
2758,262456.5761867594
857,149887.90002704505
2219,239732.8481135713
733,91042.20111968182
2909,113775.02564840764
1798,246351.96824603248
235,131099.63318170886
2366,119545.44601892866
1027,132407.87131072115
1195,125667.93940109294
1303,36533.832067047246
148,202503.2861443665
608,161185.2017652532
2515,211865.20523924567
821,289453.101030129
2500,265430.95131191146
745,114245.64475924056
741,137055.5125939669
1611,91593.13615073264
2532,118069.81253579166
1081,237026.80054814462
1692,455590.9673115462
2520,187140.99846961722
276,147998.32767257
1992,125519.09325941466
663,49128.51941497624
418,122945.10522023216
1733,199119.2110414384
2359,140176.6104977792
253,189666.83299478516
1518,182480.4887000816
2035,138719.23907554336
2919,75179.8118186798
1540,249964.57498594467
2120,155630.54101786297
1674,157051.2725792965
256,133537.4402767429
2361,104447.41066518985
978,69017.2366457954
2280,130621.27007361688
2095,210618.76544472482
1709,336761.0440706508
2801,247350.9309667088
1246,108020.20216722786
2373,93021.27163343132
1055,313487.35107007436
2017,130558.81183070596
1099,284237.71505851205
1344,106792.02738444507
835,191573.15139395837
1117,242258.3023727918
2043,65034.323211988434
2085,118859.21965435892
410,143145.23196577653
2650,113799.61740628723
2867,191483.5151800858
1668,101988.01061258372
1161,151077.75620173197
2122,170117.15438982472
2539,153476.3260145476
1047,138704.79049403407
1445,129005.67265607323
541,124539.06980576273
569,225313.82484174613
1276,104599.88486352749
918,151587.0741511956
326,169804.05838112533
1936,125314.53569715284
895,96311.45705677196
257,147355.33705746103
1241,179062.55985770654
1545,117886.37513129413
1189,143022.8424883075
270,122173.90371830855
2066,186287.70089580398
693,112587.94136577379
1259,134513.81693827827
2916,146606.42436844204
2321,288565.09519374
1977,90888.52641298994
1895,135559.05931163207
1240,177706.60240884498
85,146458.39301555324
1823,120641.35780542064
825,296260.9208282046
110,224251.4900552826
697,119367.63007240929
2297,108370.66177462135
1231,131916.67353555374
1355,146812.77253248077
968,351457.2868801579
584,224713.09281319566
1315,125574.66040616855
1606,154601.23490894865
206,108161.05144819897
1685,392832.3929416016
2016,140403.312781238
869,200832.35705121886
2135,117474.71128329076
2346,168838.9804352643
2430,231154.65260645933
2198,90856.22147560865
2652,126355.64668944385
27,101707.2720789602
241,158959.58953234646
906,130090.46881223936
1506,135454.10826408956
2098,368726.1656243475
1435,223993.37755927164
2213,181287.84649549983
1274,128482.76496563386
743,10597.644523942843
1737,195195.69712822698
2797,267730.11880369764
2185,52192.37082571257
58,168109.24477586243
830,205948.00137032475
808,114793.79823355284
680,140873.04942587018
1153,99983.94030095357
1291,127874.31053661928
1818,168661.20426034927
2161,193426.35040833056
1883,100394.14133810624
350,368507.0061916504
2473,148696.18481483962
295,195868.03286262322
293,189611.8035851391
859,138129.10186699964
288,46734.873432223685
1578,152554.80777550675
102,194999.1466438165
2831,115614.19803181477
1030,147841.90442358423
2551,153604.82754225843
1286,144825.5214620717
958,323498.75367424637
776,131026.23977436125
72,259980.63733281847
2263,248578.85126446
1866,153664.9519631667
2876,62156.301474449225
2146,235499.5319146337
103,156185.1024715444
1500,120746.86466741562
492,181029.94879748486
167,153574.7038213741
2597,107488.54786664713
2685,110985.88946389314
1035,155565.29208074417
1220,89808.04210821632
2602,151164.31687087566
2159,200117.37497027311
695,143765.4220151212
1109,275440.3795877611
640,199198.26771453395
1652,131285.73452562
2090,214454.0803083051
1188,177741.80434283335
2345,225556.7992984252
1059,405990.7649701629
2751,237844.87158836052
128,217690.8351196181
1523,157954.3983289376
2925,186202.87783714477
2145,297239.06494052615
1121,217626.78429084737
566,232360.6055716239
565,261613.16276280396
1331,134791.60116905905
2928,114603.75924988091
156,140891.16516216006
797,151533.3340217108
327,94090.77947276365
2859,154979.2939901445
1453,117711.80669360794
1762,336255.79628947005
1868,204543.86140440498
1760,179005.71540720202
1113,214257.3702486595
1812,193768.09850999806
117,158271.39246779215
1142,206462.11562463362
2342,441711.17330979556
927,157697.08140833117
2478,194416.2952472577
655,79761.67064471636
2064,124445.22491249815
369,294778.5906474162
2239,109288.02716599498
2732,214954.13896385394
1653,142158.07378837187
959,234794.79871131293
2395,361560.4177958295
1412,98598.88746917341
271,240721.13532390073
1484,125234.86052461248
1497,160204.2864094777
552,165742.5601578476
2,134079.77567265742
1855,293495.55452411715
4,271784.22886171937
2292,136220.6420341879
134,138728.3475926444
646,96406.10474770144
42,325154.22063756734
532,232755.67073858064
713,77775.51820778381
2561,140642.8651007209
2360,118820.04178240709
1333,120278.30698652752
1407,222218.05839269888
2892,300055.03182359505
574,199446.45985534135
1227,195485.39401986077
2591,192386.815017852
1476,213466.02882391494
1125,272544.53855276946
1446,144324.6953721894
408,129199.24928780552
1101,288691.3658308387
2251,184258.1067185551
373,169311.31573134847
2554,130319.83542346768
2382,260553.28709945641
1985,73869.44456837792
519,252557.15814136155
1093,200317.178498012
864,237986.63260621857
2889,134358.81196068414
2308,211517.8842357034
986,168978.83974772412
1302,144899.78789234255
585,149491.12977937888
2708,152799.92988336086
147,136933.5635085646
1441,217168.5479511507
383,186759.46668898407
285,149445.99421396572
181,97115.76108089648
358,203715.50113409478
780,166832.5556466123
258,194258.66669370327
1865,225635.05921174586
692,108158.80110757425
2902,329347.61024070065
508,257326.97297837026
2638,169234.5944800973
36,143824.84382885415
611,175975.81186122913
2281,164107.74569759984
1678,121586.10059207864
1696,470198.3953863289
1557,71558.15665170271
2180,179494.0615708446
1726,211206.75248778798
951,139183.991362785
267,215748.57776768878
2706,140556.79763994645
2221,263048.39598549344
1357,159412.921184537
2901,309827.4400598332
347,171847.2608491648
2164,190311.08276059292
1586,298527.28743473813
360,138468.95023475308
1769,270207.4035553392
2617,154213.1433791276
1879,111920.7120972937
991,233135.49014119245
1535,129371.82616175432
1191,145184.61643948779
1579,222695.3644062318
1882,181413.62694102153
1510,147417.68861927278
2196,164822.34714054968
1845,171565.09726026934
2336,412458.13569276966
942,88315.66745795868
861,128280.8030250594
2555,127689.90996369906
1392,177178.78694677632
2099,252163.63785456866
1543,119606.42778199352
948,299824.1768587874
1239,191279.3543390939
22,166818.01303728297
2796,246642.12059944682
2747,183760.58598738443
92,286005.7208987754
210,151951.064912959
1858,203678.9036027044
2228,167526.0565960668
447,259934.11573276855
827,249697.91260781046
1649,183027.37692523934
682,129303.67606767826
2698,88602.34843149688
494,170006.7298855167
214,67857.2770851152
2441,244393.3377883723
2679,116479.56454141717
1336,123503.83238586783
465,171091.43589294795
1524,143651.26864211354
2543,100984.68294601515
631,148342.25216784794
2452,312874.1133040199
228,141367.2530406341
126,171550.12654014677
1092,237651.20920456573
1122,222717.8739146432
932,231020.2707659416
1980,93086.29201534018
2171,95989.31200363953
551,160943.8305418957
2768,150139.9620773485
2056,106663.84077755734
1159,355639.64102036133
2645,120569.04185883142
1174,155829.26725162938
2266,206097.52993323468
2462,387978.76472238544
1219,144485.56683538388
2922,180639.65981736593
118,144151.8851423338
474,157520.61681417655
2576,155247.82647149265
872,280005.85481732246
1077,200853.98200614844
1536,150627.4484931035
1150,124927.04258755874
2341,343735.7562705437
1931,158242.16429367568
2785,139607.32017555553
2538,123589.05170421489
597,202476.22721939255
464,181421.1542899413
233,157731.98278054688
2169,128719.53029524442
2123,173844.0048065558
1867,173854.58302912302
137,246316.86112583987
515,249516.17342440225
933,112389.00349894166
2784,158919.350472047
972,161554.57726187445
599,162984.8132917527
2614,121144.53935223445
2582,132892.03799287137
1409,168095.9991014488
175,102448.52669725474
352,263684.3152641207
976,89723.35041243304
2134,190627.87243667897
984,109220.63454169407
2396,358074.530967799
1673,123879.15868609771
404,125780.58093616273
607,165069.37507542036
814,138104.19500562362
868,191847.13570146635
2271,201294.4155432852
1633,238737.20214698277
337,179256.90015052725
2765,168530.6484711971
1746,227432.11538960505
368,355291.19929664023
2806,207334.25051935297
1662,195036.13470597565
1234,217830.90094843414
1373,121088.5482133273
1672,100823.67346042302
1939,115163.32976625487
